Lang_Id,likely_subtag,LangName,regions,variants,ROD,RODs,Macro,unwritten,obsolete,deprecated,areas,ISO 639-3,confirmed,Date modified,comments
keh,keh-Latn-PG,Keak,PG,,,,,,,,MEL,keh,LE,10-Jan-2018,
kei,kei-Latn-ID,Kei,ID,,,00719 11763 11764,,,,,SEA,kei,,20-Apr-2018,
kej,kej-Zyyy-IN,Kadar,IN,,,,,1,,,SAS,kej,,,
kek,kek-Latn-GT,Q'eqchi',BZ GT,,,,,,,,CAM,kek,LE,9-Jan-2018,
kel,kel-Latn-CD,Kela,CD,,,01400 01559,,,,,MAF,kel,LE,12-Jan-2018,
kem,kem-Latn-TL,Kemak,ID TL,,,,,,,,SEA,kem,LE,12-Jan-2018,
ken,ken-Latn-CM,Kenyang,CM,,,04348,,,,,MAF,ken,CLDR,,
keo,keo-Latn-UG,Kakwa,CD SS UG,,,,,,,,EAF MAF,keo,LE,12-Jan-2018,
kep-Zyyy,kep-Zyyy-IN,Kaikadi,IN,,,,,,,,SAS,kep,,,
keq-Zyyy,keq-Zyyy-IN,Kamar,IN,,,,,,,,SAS,keq,,,
ker,ker-Latn-TD,Kera,CM TD,,,,,,,,MAF,ker,LE,12-Jan-2018,
kes,kes-Latn-NG,Kugbo,NG,,,,,1,,,WAF,kes,,,
ket,ket-Cyrl-RU,Ket,RU,,,,,,,,EEU,ket,,,
keu,keu-Latn-TG,Akebu,TG,,,,,,,,WAF,keu,,,
kev-Mlym,kev-Mlym-IN,Kanikkaran,IN,,,04046,,,,,SAS,kev,,,
kev-Taml,kev-Taml-IN,Kanikkaran,IN,,,04046,,,,,SAS,kev,,,
kew,kew-Latn-PG,"Kewa, West",PG,,,,,,,,MEL,kew,LE,10-Jan-2018,
kex,kex-Deva-IN,Kukna,IN,,,03509 03864 03889,,,,,SAS,kex,,,
kex-Gujr,kex-Gujr-IN,Kukna,IN,,,03509 03864 03889,,,,,SAS,kex,,,
key,key-Telu-IN,Kupia,IN,,,22374,,,,,SAS,key,,,
kez,kez-Latn-NG,Kukele,NG,,,,,,,,WAF,kez,,,
kfa,kfa-Knda-IN,Kodava,IN,,,,,,,,SAS,kfa,,,
kfb,kfb-Deva-IN,"Kolami, Northwestern",IN,,,12140 12143,,,,,SAS,kfb,,,
kfc,kfc-Telu-IN,Konda-Dora,IN,,,03414 03415,,,,,SAS,kfc,,,
kfd,kfd-Knda-IN,"Koraga, Korra",IN,,,,,,,,SAS,kfd,,,
kfe,kfe-Taml-IN,Kota,IN,,,,,,,,SAS,kfe,,,
kff-Deva,kff-Deva-IN,Koya,IN,,,02331 03861 03977 04084 05019 12326 18809,,,,,SAS,kff,,,
kff,kff-Latn-IN,Koya,IN,,,02331 03861 03977 04084 05019 12326 18809,,,,,SAS,kff,,11/15/2021,LE: made Latn primary based on comment in Ethn not on publications
kff-Orya,kff-Orya-IN,Koya,IN,,,02331 03861 03977 04084 05019 12326 18809,,,,,SAS,kff,,,
kff-Telu,kff-Telu-IN,Koya,IN,,,02331 03861 03977 04084 05019 12326 18809,,,,,SAS,kff,,,
kfg-Knda,kfg-Knda-IN,Kudiya,IN,,,,,,,,SAS,kfg,,,
kfg-Mlym,kfg-Mlym-IN,Kudiya,IN,,,,,,,,SAS,kfg,,,
kfh,kfh-Mlym-IN,Kurichiya,IN,,,,,,,,SAS,kfh,,,
kfi,kfi-Taml-IN,"Kurumba, Kannada",IN,,,04205 04741,,,,,SAS,kfi,,,
kfi-Knda,kfi-Knda-IN,"Kurumba, Kannada",IN,,,,,,,,SAS,kfi,,,
kfj,kfj-Zyyy-CN,Kemiehua,CN,,,,,1,,,EAS,kfj,,,
kfk,kfk-Deva-IN,Kinnauri,IN,,,,,,,,SAS,kfk,,,
kfk-Takr,kfk-Takr-IN,Kinnauri,IN,,,,,,1,,SAS,kfk,,,
kfl,kfl-Latn-CM,Kung,CM,,,,,1,,,MAF,kfl,,,
kfm,kfm-Arab-IR,Khunsari,IR,,,,,,,,SAS,kfm,,,
kfn,kfn-Latn-CM,Kuk,CM,,,,,1,,,MAF,kfn,,,
kfo,kfo-Latn-CI,Koro,CI,,,,,,,,WAF,kfo,CLDR,,
kfp,kfp-Deva-IN,Korwa,IN,,,,,,,,SAS,kfp,LE,3-Apr-2018,
kfq,kfq-Deva-IN,Korku,IN,,,00660 02242 12277,,,,,SAS,kfq,,,
kfr,kfr-Deva-IN,Kacchi,IN MW PK TZ,,,04222,,,,,EAF SAS,kfr,CLDR,,
kfr-Arab,kfr-Arab-PK,Kacchi,PK,,,04222,,,,,SAS,kfr,,,
kfr-Gujr,kfr-Gujr-IN,Kacchi,IN MW PK TZ,,,04222,,,,,EAF SAS,kfr,,,
kfs,kfs-Deva-IN,Bilaspuri,IN,,,,,,,,SAS,kfs,LE,16-Oct-2018,
kft-Zyyy,kft-Zyyy-IN,Kanjari,IN,,,11523,,,,,SAS,kft,,,
kfu-Zyyy,kfu-Zyyy-IN,Katkari,IN,,,03542,,,,,SAS,kfu,,,
kfv,kfv-Latn-IN,Kurmukar,IN,,,,,,,,SAS,kfv,,,
kfw,kfw-Latn-IN,"Naga, Kharam",IN,,,,,,,,SAS,kfw,,,
kfx,kfx-Deva-IN,"Pahari, Kullu",IN,,,03313 03314 03372,,,,,SAS,kfx,,,
kfx-Takr,kfx-Takr-IN,"Pahari, Kullu",IN,,,03313 03314 03372,,,1,,SAS,kfx,,,
kfx-x-inner,kfx-Deva-IN-x-inner,Kullu Pahari,,,3313,,,,,,,kfx,,,
kfx-x-mandi,kfx-Deva-IN-x-mandi,Kullu Pahari,,,3372,,,,,,,kfx,,,
kfy,kfy-Deva-IN,Kumaoni,IN,,,12461 12469 12473,,,,,SAS,kfy,CLDR,,
kfy-x-pash,kfy-Deva-IN-x-pash,Kumaoni,,,12469,,,,,,,kfy,,,
kfy-x-soriyali,kfy-Deva-IN-x-soriyali,Kumaoni,,,12473,,,,,,,kfy,,,
kfz,kfz-Latn-BF,Koromfé,BF ML,,,,,,,,WAF,kfz,,,
kg,kg-Latn-CD,Kongo,CD,,,,,,,,MAF,kon,CLDR,,
kga,kga-Latn-CI,Koyaga,CI,,,11211,,1,,,WAF,kga,,,
kgb,kgb-Latn-ID,Kawe,ID,,,01341,,1,,,SEA,kgb,,,
kgc,kgc-Zyyy-LA,Kasseng,LA,,,,tdf,1,,tdf,SEA,tdf,NMC,4-Dec-2017,
kgd,kgd-Laoo-LA,Katang,LA,,,,sct,,,sct,SEA,sct,SVW,,
kge,kge-Latn-ID,Komering,ID,,,11753 20051 20052,,1,,,SEA,kge,CLDR,,
kgf,kgf-Latn-PG,Kube,PG,,,,,,,,MEL,kgf,LE,10-Jan-2018,
kgg,kgg-Zyyy-NP,Kusunda,NP,,,,,1,,,SAS,kgg,,,
kgh,kgh-Latn-PH,"Kalinga, Tanudan",PH,,,,kml,,,kml,SEA,kml,,,
kgi,kgi-Zxxx-MY,Selangor Sign Language,MY,,,,,,,,SEA,kgi,,,
kgj,kgj-Deva-NP,"Kham, Gamale",NP,,,02676 02678 03190,,,,,SAS,kgj,LE,20-Mar-2018,
kgk,kgk-Latn-BR,Kaiwá,BR,,,,,,,,SAM,kgk,LE,9-Jan-2018,
kgl,kgl-Latn-AU,Kunggari,AU,,,,,1,,,ANZ,kgl,LE,10-Jan-2018,Extinct
kgm,kgm-Latn-BR,Karipúna,BR,,,,,1,,,SAM,kgm,LE,10-Jan-2018,Extinct
kgn-Zyyy,kgn-Zyyy-IR,Karingani,IR,,,,,,,,SAS,kgn,,,
kgo,kgo-Latn-SD,Krongo,SD,,,,,,,,NAF,kgo,LE,12-Jan-2018,
kgp,kgp-Latn-BR,Kaingang,BR,,,11341 11342,,,,,SAM,kgp,CLDR,,
kgq,kgq-Latn-ID,Kamoro,ID,,,01521,,1,,,SEA,kgq,,,
kgr,kgr-Latn-ID,Abun,ID,,,01313 01336,,,,,SEA,kgr,,20-Apr-2018,
kgs,kgs-Latn-AU,Kumbainggar,AU,,,,,1,,,ANZ,kgs,LE,10-Jan-2018,
kgt,kgt-Latn-NG,Somyev,NG,,,,,1,,,WAF,kgt,,,
kgu,kgu-Latn-PG,Kobol,PG,,,,,1,,,MEL,kgu,LE,10-Jan-2018,
kgv,kgv-Latn-ID,Karas,ID,,,,,1,,,SEA,kgv,,,
kgw,kgw-Latn-ID,Karon Dori,ID,,,01342,,1,,,SEA,kgw,,,
kgx,kgx-Latn-ID,Kamaru,ID,,,,,1,,,SEA,kgx,,,
kgy,kgy-Deva-NP,Kyerung,CN NP,,,,,1,,,EAS SAS,kgy,,,
kha,kha-Latn-IN,Khasi,BD IN,,,00866 05078,,,,,SAS,kha,CLDR,,
kha-Beng,kha-Beng-IN,Khasi,BD IN,,,00866 05078,,,1,,SAS,kha,,,
khb,khb-Talu-CN,Lü,CN LA MM TH VN,,,20037 20039,,,,,EAS SEA,khb,CLDR,,
khb-Lana,khb-Lana-CN,Lü,CN LA MM TH VN,,,20037 20039,,,,,EAS SEA,khb,,,
khc,khc-Latn-ID,Tukang Besi North,ID SG,,,17733 17734,,1,,,SEA,khc,,,
khd,khd-Latn-ID,"Kanum, Bädi",ID,,,,,1,,,SEA,khd,,,
khe,khe-Latn-ID,Korowai,ID,,,,,,,,SEA,khe,,20-Apr-2018,
khf,khf-Thai-LA,Khuen,CN LA US,,,,,,,,EAS NAM SEA,khf,NMC,,NMC: Possibly not a language? Need to double check 
khg,khg-Tibt-CN,"Tibetan, Khams",CN MM MN,,,06066 06067 06072 06483 21199 21200 21201 21202 21203 22338 22340,,,,,EAS SEA,khg,,,
khh,khh-Latn-ID,Kehu,ID,,,,,1,,,SEA,khh,,,
khj,khj-Latn-NG,Kuturmi,NG,,,22377,,1,,,WAF,khj,,,
khk,khk-Cyrl-MN,"Mongolian, Halh",CZ KG MN RU TW US,,,,mn,,,,CAS EAS EEU NAM,khk,CLDR,23-Mar-2018,via macro mapping
khk-Brai,khk-Brai-MN,"Mongolian, Halh",CZ KG MN RU TW US,,,,mn,,,,CAS EAS EEU NAM,khk,,23-Mar-2018,
khk-Mong,khk-Mong-CN,"Mongolian, Halh",CN CZ KG MN RU TW US,,,,mn,,,,CAS EAS EEU NAM,khk,CLDR,23-Mar-2018,via macro mapping
khk-Phag,khk-Phag-MN,"Mongolian, Halh",CZ KG MN RU TW US,,,,mn,,1,,CAS EAS EEU NAM,khk,,23-Mar-2018,
khk-Tibt,khk-Tibt-CN,"Mongolian, Halh",CZ KG MN RU TW US,,,,mn,,1,,CAS EAS EEU NAM,khk,,23-Mar-2018,
khl,khl-Latn-PG,Lusi,PG,,,,,,,,MEL,khl,LE,10-Jan-2018,
khn,khn-Deva-IN,Khandesi,IN,,,,,,,,SAS,khn,CLDR,,
kho-Brah,kho-Brah-IR,Khotanese,IR,,,,,,,,SAS,kho,,,
kho-Khar,kho-Khar-IR,Khotanese,IR,,,,,,,,SAS,kho,,,Ancient
khp,khp-Latn-ID,Kapauri,ID,,,,,1,,,SEA,khp,,,
khq,khq-Latn-ML,"Songhay, Koyra Chiini",ML,,,,,,,,WAF,khq,CLDR,,
khr,khr-Latn-IN,Kharia,IN NP,,,03737 03738,,,,,SAS,khr,,,
khr-Deva,khr-Deva-IN,Kharia,IN NP,,,03737 03738,,,,,SAS,khr,,,
khs,khs-Latn-PG,Kasua,PG,,,,,,,,MEL,khs,LE,10-Jan-2018,
kht,kht-Mymr-IN,Khamti,IN MM,,,11929,,,,,SAS SEA,kht,CLDR,,
khu,khu-Latn-AO,Nkumbi,AO,,,,,,,,MAF,khu,LE,12-Jan-2018,
khv,khv-Cyrl-RU,Khvarshi,RU,,,,,1,,,EEU,khv,,,
khw,khw-Arab-PK,Khowar,AF IN PK,,,11982 11983 11984,,,,,SAS,khw,CLDR,,
khx,khx-Latn-CD,Kanu,CD,,,,,1,,,MAF,khx,,,
khy,khy-Latn-CD,Kele,CD,,,01396 01398,,,,,MAF,khy,LE,12-Jan-2018,
khz,khz-Latn-PG,Keapara,PG,,,00443 04421 04594 05008 20864,,,,,MEL,khz,LE,10-Jan-2018,
ki,ki-Latn-KE,Gikuyu,KE,,,,,,,,EAF,kik,CLDR,,
kia,kia-Latn-TD,Kim,TD,,,01641 04910 12002 12003,,,,,MAF,kia,LE,12-Jan-2018,
kia-x-gerep,kia-Latn-TD-x-gerep,Kim,,,1641,,,,,,,kia,,,
kia-x-kolop,kia-Latn-TD-x-kolop,Kim,,,12002,,,,,,,kia,,,
kia-x-kosop,kia-Latn-TD-x-kosop,Kim,,,12003,,,,,,,kia,,,
kib,kib-Latn-SD,Koalib,SD,,,00926 00946 01987 03784,,,,,NAF,kib,LE,12-Jan-2018,
kic,kic-Latn-US,Kickapoo,MX US,,,,,,,,CAM NAM,kic,LE,9-Jan-2018,
kid,kid-Latn-CM,Koshin,CM,,,,,1,,,MAF,kid,,,
kie,kie-Latn-TD,Kibet,TD,,,03089,,1,,,MAF,kie,,,
kif,kif-Deva-NP,"Kham, Eastern Parbate",NP,,,,,1,,,SAS,kif,,,
kig,kig-Latn-ID,Kimaghima,ID,,,,,1,,,SEA,kig,,,
kih,kih-Latn-PG,Kilmeri,PG,,,,,,,,MEL,kih,LE,10-Jan-2018,
kii,kii-Zyyy-US,Kitsai,US,,,,,1,,,NAM,kii,LE,10-Jan-2018,Extinct
kij,kij-Latn-PG,Kilivila,PG,,,,,,,,MEL,kij,LE,10-Jan-2018,
kil,kil-Latn-NG,Kariya,NG,,,06488,,1,,,WAF,kil,,,
kim,kim-Cyrl-RU,Karagas,RU,,,,,,,,EEU,kim,,6-Dec-2017,"LE: changed the ""script"" to Cyrl from Zyyy"
kio,kio-Latn-US,Kiowa,US,,,,,,,,NAM,kio,LE,9-Jan-2018,
kip,kip-Deva-NP,"Kham, Sheshi",NP,,,,,,,,SAS,kip,,,
kiq,kiq-Latn-ID,Kosare,ID,,,,,1,,,SEA,kiq,,,
kis,kis-Latn-PG,Kis,PG,,,,,1,,,MEL,kis,LE,10-Jan-2018,
kit,kit-Latn-PG,Agob,PG,,,04106 06735,,,,,MEL,kit,LE,10-Jan-2018,
kiu,kiu-Latn-TR,"Zazaki, Northern",AT CH DE NL TR,,,12048,,,,,NEU WAS WEU,kiu,CLDR,,
kiv,kiv-Latn-TZ,Kimbu,TZ,,,,,1,,,EAF,kiv,,,
kiw,kiw-Latn-PG,"Kiwai, Northeast",PG,,,01222 05022 05023 05025,,,,,MEL,kiw,LE,10-Jan-2018,
kiw-x-gibaio,kiw-Latn-PG-x-gibaio,"Kiwai, Northeast",,,5023,,,,,,,kiw,,,
kiw-x-kope,kiw-Latn-PG-x-kope,"Kiwai, Northeast",,,1222,,,,,,,kiw,,,
kiw-x-urama,kiw-Latn-PG-x-urama,"Kiwai, Northeast",,,5025,,,,,,,kiw,,,
kix,kix-Latn-IN,"Naga, Khiamniungan",IN MM,,,04166,,,,,SAS SEA,kix,,,
kiy,kiy-Latn-ID,Kirikiri,ID,,,,,1,,,SEA,kiy,,,
kiz,kiz-Latn-TZ,Kisi,TZ,,,,,,,,EAF,kiz,,,
kj,kj-Latn-NA,Oshiwambo,AO NA,,,,,,,,MAF SAF,kua,CLDR,,
kj-Brai,kj-Brai-AO,Oshiwambo,AO NA,,,,,,,,MAF SAF,kua,LE,12-Jan-2018,
kja,kja-Latn-ID,Mlap,ID,,,,,1,,,SEA,kja,,,
kjb,kjb-Latn-GT,Q'anjob'al,GT MX US,,,04800,,,,,CAM NAM,kjb,LE,9-Jan-2018,
kjc,kjc-Latn-ID,"Konjo, Coastal",ID,,,,,,,,SEA,kjc,,20-Apr-2018,
kjd,kjd-Latn-PG,"Kiwai, Southern",PG,,,12066,,,,,MEL,kjd,LE,10-Jan-2018,
kje,kje-Latn-ID,Kisar,ID,,,04016,,,,,SEA,kje,,20-Apr-2018,
kjf-Zyyy,kjf-Zyyy-AZ,Khalaj,AZ IR,,,,,,,1,SAS WAS,kjf,,,
kjg,kjg-Laoo-LA,Khmu,CN LA TH US VN,,,02040,,,,,EAS NAM SEA,kjg,"CLDR, SVW",,
kjg-Latn,kjg-Latn-LA,Khmu,CN LA TH US VN,,,02040,,,,,EAS NAM SEA,kjg,SVW,,
kjg-Thai,kjg-Thai-TH,Khmu,CN LA TH US VN,,,00488,,,,,EAS NAM SEA,kjg,SVW,,"not sure to what extent there is a single standardized orthography here, or various attempts."
kjh,kjh-Cyrl-RU,Khakas,CN RU,,,,,,,,EAS EEU,kjh,,,
kji,kji-Latn-SB,Zabana,SB,,,,,,,,MEL,kji,LE,10-Jan-2018,
kjj,kjj-Latn-AZ,Khinalugh,AZ,,,,,,,,WAS,kjj,KK,,
kjk,kjk-Latn-ID,"Konjo, Highland",ID,,,,,1,,,SEA,kjk,,,
kjl,kjl-Deva-NP,"Kham, Western Parbate",NP,,,,,,,,SAS,kjl,,,
kjm,kjm-Latn-VN,Kháng,VN,,,,,1,,,SEA,kjm,NMC,20-Nov-2017,
kjn,kjn-Latn-AU,Kunjen,AU,,,03597,,,1,,ANZ,kjn,LE,10-Jan-2018,
kjo,kjo-Deva-IN,"Kinnauri, Pahari",IN,,,,,,,,SAS,kjo,NMC,,
kjp,kjp-Mymr-MM,"Karen, Pwo Eastern",MM TH,,,02403,,,,,SEA,kjp,,,
kjp-Leke,kjp-Leke-MM,"Karen, Pwo Eastern",MM TH,,,02403,,,,,SEA,kjp,MH,,
kjp-Mymr-x-chekhi,kjp-Mymr-MM-x-chekhi,"Karen, Pwo Eastern",MM TH,,,02403,,,,,SEA,kjp,MH,19-Oct-2017,Christian script
kjp-Mymr-x-phlouyu,kjp-Mymr-MM-x-phlouyu,"Karen, Pwo Eastern",MM TH,,,02403,,,,,SEA,kjp,MH,19-Oct-2017,Old monastic script as per Stern
kjp-Mymr-x-thiyon,kjp-Mymr-MM-x-thiyon,"Karen, Pwo Eastern",MM TH,,,02403,,,,,SEA,kjp,MH,19-Oct-2017,Modern Mon based Buddhist script
kjp-Thai,kjp-Thai-TH,"Karen, Pwo Eastern",MM TH,,,,,,,,SEA,kjp,MH,,
kjq,kjq-Latn-US,"Keres, Western",US,,,,,,,,NAM,kjq,LE,9-Jan-2018,
kjr,kjr-Latn-ID,Kurudu,ID,,,01210,,1,,,SEA,kjr,,,
kjs,kjs-Latn-PG,"Kewa, East",PG,,,,,,,,MEL,kjs,LE,10-Jan-2018,
kjt,kjt-Thai-TH,"Karen, Phrae Pwo",TH,,,,,,,,SEA,kjt,NMC,20-Nov-2017,
kju,kju-Latn-US,Kashaya,US,,,,,1,,,NAM,kju,LE,9-Jan-2018,
kjv,kjv-Latn-001,Kaikavian Literary Language,AT HR HU SI,,,,,,,,EEU SEU WEU,kjv,,,Historical
kjx,kjx-Latn-PG,Ramopa,PG,,,,,,,,MEL,kjx,LE,10-Jan-2018,
kjy,kjy-Latn-PG,Erave,PG,,,,,,,,MEL,kjy,LE,10-Jan-2018,
kjz-Tibt,kjz-Tibt-BT-x-uchen,Bumthangkha,BT,,,,,,,,SAS,kjz,,,
kk,kk-Cyrl-KZ,Kazakh,CN DE IR KG KZ MN RU TJ TM TR UA US UZ,,,,,,,,CAS EAS EEU NAM SAS WAS WEU,kaz,CLDR,,
kk-AF,kk-Arab-AF,Kazakh,AF,,,,,,,,???,kaz,CLDR,,
kk-Arab,kk-Arab-CN,Kazakh,CN DE IR KG KZ MN RU TJ TM TR UA US UZ,,,,,,,,CAS EAS EEU NAM SAS WAS WEU,kaz,CLDR,,
kk-Brai,kk-Brai-KZ,Kazakh,CN DE IR KG KZ MN RU TJ TM TR UA US UZ,,,,,,,,CAS EAS EEU NAM SAS WAS WEU,kaz,,,
kk-CN,kk-Arab-CN,Kazakh,CN,,,,,,,,???,kaz,CLDR,,
kk-IR,kk-Arab-IR,Kazakh,IR,,,,,,,,???,kaz,CLDR,,
kk-Latn,kk-Latn-TR,Kazakh,CN DE IR KG KZ MN RU TJ TM TR UA US UZ,baku1926,,,,,,,CAS EAS EEU NAM SAS WAS WEU,kaz,CLDR,,
kk-MN,kk-Arab-MN,Kazakh,MN,,,,,,,,???,kaz,CLDR,,
kka,kka-Latn-NG,Kakanda,NG,,,,,1,,,WAF,kka,,,
kkb,kkb-Latn-ID,Kwerisa,ID,,,,,1,,,SEA,kkb,,,
kkc,kkc-Latn-PG,Odoodee,PG,,,,,,,,MEL,kkc,LE,10-Jan-2018,
kkd,kkd-Latn-NG,Kinuku,NG,,,,,1,,,WAF,kkd,,,
kke,kke-Latn-GN,Kakabe,GN,,,,,1,,,WAF,kke,,,
kke-Arab,kke-Arab-GN,Kakabe,GN,,,,,,,,WAF,kke,,,
kkf,kkf-Tibt-IN,"Monpa, Kalaktang",IN,,,14197,,1,,,SAS,kkf,,,
kkg,kkg-Latn-PH,"Kalinga, Mabaka Valley",PH,,,,,1,,,SEA,kkg,,,
kkh,kkh-Lana-MM,Khün,LA MM TH,,,,,,,,SEA,kkh,NMC,4-Dec-2017,
kki,kki-Latn-TZ,Kagulu,TZ,,,11308,,,,,EAF,kki,LE,5-Apr-2018,
kkj,kkj-Latn-CM,Kako,CF CG CM,,,11365,,,,,MAF,kkj,CLDR,,
kkk,kkk-Latn-SB,Kokota,SB,,,03627,,1,,,MEL,kkk,LE,10-Jan-2018,
kkl,kkl-Latn-ID,"Yale, Kosarek",ID,,,,,,,,SEA,kkl,,20-Apr-2018,
kkm,kkm-Latn-NG,Kiong,NG,,,,,1,,,WAF,kkm,,,
kkn,kkn-Zyyy-CN,Kon Keu,CN,,,20038,,1,,,EAS,kkn,,,
kko,kko-Latn-SD,Karko,SD,,,,,,,,NAF,kko,LE,12-Jan-2018,
kkp,kkp-Latn-AU,Gugubera,AU,,,,,1,,,ANZ,kkp,LE,10-Jan-2018,
kkq,kkq-Latn-CD,Kaeku,CD,,,,,1,,,MAF,kkq,,,
kkr,kkr-Latn-NG,Kir-Balar,NG,,,,,1,,,WAF,kkr,,,
kks,kks-Latn-NG,Giiwo,NG,,,,,1,,,WAF,kks,,,
kkt,kkt-Deva-NP,Koi,NP,,,,,,,,SAS,kkt,,,
kku,kku-Latn-NG,Tumi,NG,,,,,1,,,WAF,kku,,,
kkv,kkv-Latn-ID,Kangean,ID,,,,,,,,SEA,kkv,,20-Apr-2018,
kkw,kkw-Latn-CG,Teke-Kukuya,CG,,,,,,,,MAF,kkw,LE,12-Jan-2018,
kkx,kkx-Latn-ID,Kohin,ID,,,,,1,,,SEA,kkx,,,
kky,kky-Latn-AU,Guguyimidjir,AU,,,,,,1,,ANZ,kky,LE,10-Jan-2018,
kkz,kkz-Latn-CA,Kaska,CA,,,,,,,,NAM,kkz,LE,9-Jan-2018,
kl,kl-Latn-GL,Greenlandic,DK GL,,,,,,,,NAM NEU,kal,CLDR,,
kla,kla-Latn-US,Klamath-Modoc,US,,,,,1,,,NAM,kla,LE,10-Jan-2018,Extinct
klb,klb-Latn-MX,Kiliwa,MX,,,,,1,,,CAM,klb,LE,9-Jan-2018,
klc,klc-Latn-CM,Kolbila,CM,,,,,,,,MAF,klc,LE,12-Jan-2018,
kld,kld-Latn-AU,Gamilaraay,AU,,,,,1,,,ANZ,kld,LE,10-Jan-2018,
kle,kle-Deva-NP,Kulung,IN NP,,,,,,,,SAS,kle,,,
klf,klf-Latn-TD,Kendeje,TD,,,,,1,,,MAF,klf,JJB,18-Apr-2018,survey 1996
klg,klg-Latn-PH,Tagakaulo,PH,,,,,,,,SEA,klg,,,
klh,klh-Latn-PG,Weliki,PG,,,,,1,,,MEL,klh,LE,10-Jan-2018,
kli,kli-Latn-ID,Kalumpang,ID,,,,,,,,SEA,kli,,20-Apr-2018,
klj-Zyyy,klj-Zyyy-IR,Khalaj,IR,,,,,,,,SAS,klj,,,
klk,klk-Latn-NG,Kono,NG,,,,,1,,,WAF,klk,,,
kll,kll-Latn-PH,"Kalagan, Kagan",PH,,,,,,,,SEA,kll,,,
klm,klm-Latn-PG,Migum,PG,,,,,1,,,MEL,klm,LE,10-Jan-2018,
kln,kln-Latn-KE,Kalenjin,KE,,,,,,,,EAF,kln,CLDR,,
klo,klo-Latn-NG,Kapya,NG,,,,,1,,,WAF,klo,,,
klp,klp-Latn-PG,Kamasa,PG,,,,,1,,,MEL,klp,LE,10-Jan-2018,
klq,klq-Latn-PG,Rumu,PG,,,,,,,,MEL,klq,LE,10-Jan-2018,
klr,klr-Deva-NP,Khaling,IN NP,,,,,,,,SAS,klr,,,
kls,kls-Latn-PK,Kalasha,PK,,,03560,,,,,SAS,kls,,,
kls-Arab,kls-Arab-PK,Kalasha,PK,,,03560,,,,,SAS,kls,,,
klt,klt-Latn-PG,Nukna,PG,,,,,,,,MEL,klt,LE,10-Jan-2018,
klu,klu-Latn-LR,Klao,GH LR NG SL US,,,00215,,,,,NAM WAF,klu,LE,12-Jan-2018,
klv,klv-Latn-VU,Maskelynes,VU,,,,,,,,MEL,klv,LE,10-Jan-2018,
klw,klw-Latn-ID,Lindu,ID,,,,,,,,SEA,klw,,20-Apr-2018,
klx,klx-Latn-PG,Koluwawa,PG,,,02216,,,,,MEL,klx,LE,10-Jan-2018,
kly,kly-Latn-ID,Kalao,ID,,,,,1,,,SEA,kly,,,
klz,klz-Latn-ID,Kabola,ID,,,,,1,,,SEA,klz,,,
km,km-Khmr-KH,Khmer,AU CA FR KH LA NZ US VN,,,,,,,,ANZ NAM SEA WEU,khm,CLDR,,
kma,kma-Latn-GH,Konni,GH,,,,,,,,WAF,kma,LE,12-Jan-2018,
kmb,kmb-Latn-AO,Kimbundu,AO ST,,,01381,,,,,MAF,kmb,CLDR,,
kmc,kmc-Latn-CN,"Dong, Southern",CN,,,06036 06107,,,,,EAS,kmc,,,
kmc-Hani,kmc-Hani-CN,"Dong, Southern",CN,,,06036 06107,,,,,EAS,kmc,,,
kmd,kmd-Latn-PH,"Kalinga, Majukayang",PH,,,,,,,,SEA,kmd,,,
kme,kme-Latn-CM,Bakole,CM,,,,,1,,,MAF,kme,,,
kmf,kmf-Latn-PG,Kare,PG,,,,,,,,MEL,kmf,LE,10-Jan-2018,
kmg,kmg-Latn-PG,Kâte,PG,,,,,,,,MEL,kmg,LE,10-Jan-2018,
kmh,kmh-Latn-PG,Kalam,PG,,,,,,,,MEL,kmh,LE,10-Jan-2018,
kmi,kmi-Latn-NG,Kami,NG,,,,,1,,,WAF,kmi,,,
kmj,kmj-Deva-IN,Kumarbhag Paharia,IN,,,03923 03924 03925,,1,,,SAS,kmj,,,
kmk,kmk-Latn-PH,"Kalinga, Limos",PH,,,,,,,,SEA,kmk,,,
kml,kml-Latn-PH,"Kalinga, Tanudan",PH,,,11402 22396,,,,,SEA,kml,,,
kmm,kmm-Latn-IN,Kom,IN,,,,,,,,SAS,kmm,,,
kmn,kmn-Latn-PG,Awtuw,PG,,,01234,,1,,,MEL,kmn,LE,10-Jan-2018,
kmo,kmo-Latn-PG,Kwoma,PG,,,12632,,,,,MEL,kmo,LE,10-Jan-2018,
kmp,kmp-Latn-CM,Gimme,CM,,,,,,,,MAF,kmp,LE,12-Jan-2018,
kmq,kmq-Latn-ET,Kwama,ET,,,00313,,,,,EAF,kmq,LE,20-Mar-2018,
kmr-Arab,kmr-Arab-TR,"Kurdish, Northern",AM AZ BE BH CA CH DE DK FI GE GE GR IQ IR IT KG KW KZ LB NL NO RU SE SY TM TR US,,,,ku,,,,CAS EEU NAM NEU SAS SEU WAS WEU,kmr,CLDR,23-Mar-2018,via macro mapping
kmr-Armn,kmr-Armn-AZ,"Kurdish, Northern",AM AZ GE IQ IR LB SY TM TR,,,,ku,,,,CAS EEU NAM NEU SAS SEU WAS WEU,kmr,,,
