Lang_Id,likely_subtag,LangName,regions,variants,ROD,RODs,Macro,unwritten,obsolete,deprecated,areas,ISO 639-3,confirmed,Date modified,comments
cca,cca-Latn-CO,Cauca,CO,,,,,1,,1,SAM,cca,LE,10-Jan-2018,Extinct
ccc,ccc-Latn-PE,Chamicuro,PE,,,,,,,,SAM,ccc,LE,9-Jan-2018,
ccd,ccd-Latn-BR,Cafundo Creole,BR,,,,,1,,,SAM,ccd,LE,9-Jan-2018,
cce,cce-Latn-MZ,Chopi,MZ,,,,,,,,EAF,cce,,,
ccg,ccg-Latn-NG,Samba Daka,NG,,,,,,,,WAF,ccg,,,
cch,cch-Latn-NG,Atsam,NG,,,,,,,,WAF,cch,CLDR,,
ccj,ccj-Latn-GW,Kasanga,GW,,,,,1,,,WAF,ccj,,,
ccl,ccl-Latn-TZ,Cutchi-Swahili,TZ,,,,,1,,,EAF,ccl,,,
ccm,ccm-Latn-MY,Malaccan Creole Malay,MY,,,,,1,,,SEA,ccm,,,
cco,cco-Latn-MX,"Chinantec, Comaltepec",MX,,,20004,,,,,CAM,cco,LE,9-Jan-2018,
ccp,ccp-Cakm-BD,Chakma,BD IN MM,,,,,,,,SAS SEA,ccp,CLDR,3-Jul-2018,"LE: seems they restarted using script in 2013 so I removed the ""obsolete"" status."
ccp-Beng,ccp-Beng-IN,Chakma,BD IN MM,,,00858,,,,,SAS SEA,ccp,,,
ccp-Latn,ccp-Latn-BD,Chakma,BD IN MM,,,,,,,,SAS SEA,ccp,,,
ccq,ccq-Mymr-MM,Rakhine,BD MM,,,,rki,,,rki,SAS SEA,rki,MH,5-Jan-2017,
ccr,ccr-Latn-SV,Cacaopera,SV,,,,,1,,,CAM,ccr,LE,10-Jan-2018,Extinct
cda-Zyyy,cda-Zyyy-CN,Choni,CN,,,,,,,,EAS,cda,,,
cde,cde-Telu-IN,Chenchu,IN,,,,,,,,SAS,cde,,,
cdf,cdf-Latn-IN,Chiru,IN,,,,,,,,SAS,cdf,,,
cdf-Beng,cdf-Beng-IN,Chiru,IN,,,,,,,,SAS,cdf,,,
cdg,cdg-Zyyy-IN,Chamari,IN,,,,,1,,1,SAS,cdg,,,
cdh,cdh-Deva-IN,Chambeali,IN,,,,,,,,SAS,cdh,LE,14-Feb-2018,
cdh-Takr,cdh-Takr-IN,Chambeali,IN,,,,,,1,,SAS,cdh,,,
cdi,cdi-Gujr-IN,Chodri,IN,,,02713 03520,,,,,SAS,cdi,,,
cdj,cdj-Deva-IN,Churahi,IN,,,,,,,,SAS,cdj,LE,14-Feb-2018,
cdm,cdm-Deva-NP,Chepang,NP,,04097,04097 06426,,,,,SAS,cdm,LE,14-Feb-2018,
cdm-Latn,cdm-Latn-NP,Chepang,NP,,,,,,,,SAS,cdm,,,
cdn,cdn-Zyyy-IN,Chaudangsi,IN,,,,,1,,,SAS,cdn,,,
cdo,cdo-Hans-CN,"Chinese, Min Dong",BN CN ID MY SG TH US,,,00113,,,,,EAS NAM SEA,cdo,,11/15/2021,LE: Made Hans primary based on autonym
cdo-Hant,cdo-Hant-CN,"Chinese, Min Dong",BN CN ID MY SG TH US,,,00113,,,,,EAS NAM SEA,cdo,,,
cdo-Latn,cdo-Latn-CN,"Chinese, Min Dong",BN CN ID MY SG TH US,,,00113,,,,,EAS NAM SEA,cdo,,,
cdr,cdr-Latn-NG,Kamuku,NG,,,02035 02036,,,,,WAF,cdr,,,
cds,cds-Zxxx-TD,Chadian Sign Language,TD,,,,,,,,MAF,cds,,,
cdy,cdy-Zyyy-CN,Chadong,CN,,,,,1,,,EAS,cdy,,,
cdz,cdz-Beng-IN,Koda,BD IN,,,,,,,,SAS,cdz,,,
ce,ce-Cyrl-RU,Chechen,DE GE JO KG KZ RU SY TR UZ,,,,,,,,CAS EEU WAS WEU,che,CLDR,,
ce-Arab,ce-Arab-RU,Chechen,DE GE JO KG KZ RU SY TR UZ,,,,,,,,CAS EEU WAS WEU,che,CLDR,,
ce-Latn,ce-Latn-RU,Chechen,DE GE JO KG KZ RU SY TR UZ,,,,,,,,CAS EEU WAS WEU,che,CLDR,,
cea,cea-Zyyy-US,"Chehalis, Lower",US,,,,,1,,,NAM,cea,LE,10-Jan-2018,Extinct
ceb,ceb-Latn-PH,Cebuano,PH US,,,08665,,,,,NAM SEA,ceb,CLDR,,
ceb-Brai,ceb-Brai-PH,Cebuano,PH US,,,08665,,,,,NAM SEA,ceb,,,
ceg,ceg-Latn-PY,Chamacoco,PY,,,01899,,,,,SAM,ceg,LE,9-Jan-2018,
cek,cek-Latn-MM,"Chin, Eastern Khumi",MM,,,05182 22888,,,,,SEA,cek,NMC,10-Jan-2018,"still following up, [cek] has many dialects"
cek-x-asang,cek-Latn-MM-x-asang,"Chin, Eastern Khumi Asang (Khongso) dialect",MM,,,05182 22888,,,,,SEA,cek,NMC,31-Aug-2018,long. Was cek-x-asangkhongso
cek-x-hnise,cek-Latn-MM-x-hnise,"Chin, Eastern Khumi Hnise dialect",MM,,,05182 22888,,,,,SEA,cek,NMC,31-Aug-2018,
cek-x-kanise,cek-Latn-MM-x-kanise,"Chin, Eastern Khumi Kanise dialect",MM,,,05182 22888,,,,,SEA,cek,NMC,31-Aug-2018,
cek-x-khawngtu,cek-Latn-MM-x-khawngtu,"Chin, Eastern Khumi Khawng Tuu dialect",MM,,,05182 22888,,,,,SEA,cek,NMC,31-Aug-2018,"long, Yes Khawng Tuu uses a different spelling system then Khong Tu below was cek-x-khawngtuu"
cek-x-khongtu,cek-Latn-MM-x-khongtu,"Chfin, Eastern Khumi Khong Tu dialect",MM,,,05182 22888,,,,,SEA,cek,NMC,31-Aug-2018,Yes Khong Tu uses a different spelling system then Khawng Tuu above
cek-x-lemi,cek-Latn-MM-x-lemi,"Chin, Eastern Khumi Lemi dialect",MM,,,05182 22888,,,,,SEA,cek,NMC,7-Sep-2018,
cek-x-likhy,cek-Latn-MM-x-likhy,"Chin, Eastern Khumi Likhy dialect",MM,,,05182 22888,,,,,SEA,cek,NMC,31-Aug-2018,
cek-x-rengcaa,cek-Latn-MM-x-rengcaa,"Chin, Eastern Khumi Rengcaa dialect",MM,,,05182 22888,,,,,SEA,cek,NMC,31-Aug-2018,
cek-x-taaw,cek-Latn-MM-x-taaw,"Chin, Eastern Khumi Rengcaa dialect Ta-aw alphabet",MM,,,05182 22888,,,,,SEA,cek,NMC,9/11/2018,
cen,cen-Latn-NG,Cen,NG,,,,,,,,WAF,cen,,,
cet,cet-Latn-NG,Centúúm,NG,,,,,1,,,WAF,cet,,,
cey,cey-Latn-MM,"Chin, Ekai",MM,,,,,1,,,SEA,cey,LE,28-Jan-2019,
cfa,cfa-Latn-NG,Dikaka,NG,,,02639,,,,,WAF,cfa,,,
cfd,cfd-Latn-NG,Cara,NG,,,02562,,1,,,WAF,cfd,,,
cfg,cfg-Latn-NG,Como Karim,NG,,,06320,,1,,,WAF,cfg,,,
cfm,cfm-Latn-MM,"Chin, Falam",IN MM,,,00201 00239 00749 00750 05136 05146 08766 08771 08772 19401,,,,,SAS SEA,cfm,SVW,,
cfm-Beng,cfm-Beng-IN,"Chin, Falam",IN MM,,,00753 06176 08760 08761 08763 08767 08769 22330,,,,,SAS,cfm,,,
cfm-Latn-x-khuals,cfm-Latn-MM-x-khuals,"Chin, Falam Khualshim",IN MM,,,00201 00239 00749 00750 05136 05146 08766 08771 08772 19401,,,,,SEA,cfm,NMC,8-Aug-2018,
cfm-Latn-x-lente,cfm-Latn-MM-x-lente,"Chin, Falam Lente",IN MM,,,00201 00239 00749 00750 05136 05146 08766 08771 08772 19401,,,,,SEA,cfm,NMC,15-Feb-2018,
cfm-Latn-x-zannia,cfm-Latn-MM-x-zannia,"Chin, Falam Zanniat",IN MM,,,00201 00239 00749 00750 05136 05146 08766 08771 08772 19401,,,,,SEA,cfm,NMC,8-Aug-2018,
cga,cga-Latn-PG,Changriwa,PG,,,,,1,,,MEL,cga,LE,10-Jan-2018,
cgc,cgc-Latn-PH,Kagayanen,PH,,,,,,,,SEA,cgc,,,
cgg,cgg-Latn-UG,Chiga,UG,,,,,,,,EAF,cgg,CLDR,,
cgk,cgk-Tibt-BT,Chocangacakha,BT,,,,,1,,,SAS,cgk,,,
ch,ch-Latn-GU,Chamorro,GU MP US,,,,,,,,MIC NAM,cha,CLDR,,
chb,chb-Latn-CO,Chibcha,CO,,,,,1,,,SAM,chb,LE,10-Jan-2018,Extinct
chc,chc-Zyyy-US,Catawba,US,,,,,1,,,NAM,chc,LE,10-Jan-2018,Extinct
chd,chd-Latn-MX,"Chontal, Highland Oaxaca",MX,,,,,,,,CAM,chd,LE,9-Jan-2018,
chf,chf-Latn-MX,"Chontal, Tabasco",MX,,,02818 02819,,,,,CAM,chf,LE,9-Jan-2018,
chg,chg-Arab-TM,Chagatai,TM,,,,,,,,CAS,chg,,,Extinct
chh,chh-Latn-US,Chinook,US,,,,,1,,,NAM,chh,LE,9-Jan-2018,
chj,chj-Latn-MX,"Chinantec, Ojitlán",MX,,,,,,,,CAM,chj,LE,9-Jan-2018,
chk,chk-Latn-FM,Chuukese,FM GU US,,,,,,,,MIC NAM,chk,CLDR,,
chl,chl-Latn-US,Cahuilla,US,,,,,1,,,NAM,chl,LE,9-Jan-2018,
chm,chm-Cyrl-RU,Mari (Russia),RU,,,,,,,,EEU,chm,CLDR,,
chm-Latn,chm-Latn-RU,Mari (Russia),RU,,,,,,,,EEU,chm,,,
chn,chn-Latn-US,Chinook Wawa,CA US,,,,,,,,NAM,chn,LE,9-Jan-2018,
chn-Dupl,chn-Dupl-US,Chinook Wawa,CA US,,,,,,,,NAM,chn,,,
cho,cho-Latn-US,Choctaw,US,,,,,,,,NAM,cho,CLDR,,
chp,chp-Latn-CA,Dene,CA,,,,,,,,NAM,chp,CLDR,,
chp-Cans,chp-Cans-CA,Dene,CA,,,,,,1,,NAM,chp,LE,9-Jan-2018,
chq,chq-Latn-MX,"Chinantec, Quiotepec",MX,,,08810,,,,,CAM,chq,LE,9-Jan-2018,
chr,chr-Cher-US,Cherokee,US,,,08735,,,,,NAM,chr,CLDR,,
chr-Latn,chr-Latn-US,Cherokee,US,,,08735,,,,,NAM,chr,,,
cht,cht-Latn-PE,Cholón,PE,,,,,1,,,SAM,cht,LE,10-Jan-2018,Extinct
chw,chw-Latn-MZ,Chuwabu,MZ,,,08960,,,,,EAF,chw,,,
chx,chx-Deva-NP,Chantyal,NP,,,,,,,,SAS,chx,,,
chy,chy-Latn-US,Cheyenne,US,,,,,,,,NAM,chy,,,
chz,chz-Latn-MX,"Chinantec, Ozumacín",MX,,,08809,,,,,CAM,chz,LE,9-Jan-2018,
cia,cia-Latn-ID,Cia-Cia,ID,,,,,,,,SEA,cia,,,
cia-Arab,cia-Arab-ID,Cia-Cia,ID,,,,,,1,,SEA,cia,,,
cia-Hang,cia-Hang-ID,Cia-Cia,ID,,,,,,,,SEA,cia,,,
cib,cib-Latn-BJ,"Gbe, Ci",BJ,,,,,1,,,WAF,cib,,,
cic,cic-Latn-US,Chickasaw,US,,,,,1,,,NAM,cic,LE,9-Jan-2018,
cid,cid-Zyyy-US,Chimariko,US,,,,,1,,,NAM,cid,LE,10-Jan-2018,Extinct
cie,cie-Latn-NG,Cineni,NG,,,,,1,,,WAF,cie,,,
cih,cih-Deva-IN,Chinali,IN,,,,,,,,SAS,cih,,,
cik,cik-Zyyy-IN,"Kinnauri, Chitkuli",IN,,,,,1,,,SAS,cik,,,
cim,cim-Latn-IT,Cimbrian,IT,,,,,,,,SEU,cim,,,
cin,cin-Latn-BR,Cinta Larga,BR,,,,,,,,SAM,cin,LE,9-Jan-2018,
cip,cip-Latn-MX,Chiapanec,MX,,,,,1,,,CAM,cip,LE,9-Jan-2018,
cir,cir-Latn-NC,Tîrî,NC,,,,,1,,,MEL,cir,LE,10-Jan-2018,
ciw,ciw-Latn-US,Chippewa,US,,,,,,,,NAM,ciw,,,
ciw-Cans,ciw-Cans-US,Chippewa,US,,,,,,1,,NAM,ciw,,,
ciy,ciy-Latn-VE,Chaima,VE,,,,,1,,,SAM,ciy,LE,9-Jan-2018,
cja,cja-Arab-KH,"Cham, Western",FR KH LA MY TH US VN,,,,,,,,NAM SEA WEU,cja,CLDR,,
cja-Cham,cja-Cham-KH,"Cham, Western",FR KH MY TH US VN,,,,,,,,NAM SEA WEU,cja,NMC,10-Jan-2018,
cja-Latn,cja-Latn-KH,"Cham, Western",FR KH MY TH US VN,,,,,,,,NAM SEA WEU,cja,NMC,10-Jan-2018,
cje,cje-Latn-VN,Chru,US VN,,,,,,,,NAM SEA,cje,NMC,10-Jan-2018,
cjh,cjh-Zyyy-US,"Chehalis, Upper",US,,,,,1,,,NAM,cjh,LE,10-Jan-2018,Extinct
cji,cji-Cyrl-RU,Chamalal,RU,,,,,1,,,EEU,cji,,,
cjk,cjk-Latn-AO,Cokwe,AO CD ZM,,,,,,,,EAF MAF,cjk,LE,12-Jan-2018,
cjm,cjm-Cham-VN,"Cham, Eastern",US VN,,,,,,,,NAM SEA,cjm,CLDR,,
cjm-Arab,cjm-Arab-VN,"Cham, Eastern",US VN,,,,,,,,NAM SEA,cjm,NMC,10-Jan-2018,
cjm-Latn,cjm-Latn-VN,"Cham, Eastern",US VN,,,,,,,,NAM SEA,cjm,NMC,10-Jan-2018,
cjn,cjn-Latn-PG,Chenapian,PG,,,,,1,,,MEL,cjn,LE,10-Jan-2018,
cjo,cjo-Latn-PE,"Ashéninka, Pajonal",PE,,,,,,,,SAM,cjo,LE,9-Jan-2018,
cjp,cjp-Latn-CR,Cabécar,CR,,,,,,,,CAM,cjp,LE,9-Jan-2018,
cjr,cjr-Latn-NI,Mangue,NI,,,,mom,1,,mom,CAM,mom,LE,10-Jan-2018,Extinct
cjs,cjs-Latn-RU,Shor,RU,,,,,,1,,EEU,cjs,,,
cjs-Cyrl,cjs-Cyrl-RU,Shor,RU,,,,,,,,EEU,cjs,,,
cjv,cjv-Latn-PG,Chuave,PG,,,08930 08932,,,,,MEL,cjv,LE,10-Jan-2018,
cjy,cjy-Hans-CN,"Chinese, Jinyu",CN,,,,,,,,EAS,cjy,,,
cjy-Hant,cjy-Hant-CN,"Chinese, Jinyu",CN,,,,,,,,EAS,cjy,,,
cka,cka-Latn-MM,Mro-Khimi,MM,,,,cmr,,,cmr,SEA,cmr,NMC,4-Dec-2017,
ckb,ckb-Arab-IQ,"Kurdish, Central",IQ IR,,,12539,,,,,SAS WAS,ckb,CLDR,,
ckb-Latn,ckb-Latn-IQ,"Kurdish, Central",IQ IR,,,12539,,,,,SAS WAS,ckb,,,
ckh-Zyyy,ckh-Zyyy-BD,Chak,BD MM,,,,,,,,SAS SEA,ckh,,,
ckl,ckl-Latn-NG,Kibaku,NG,,,01777,,,,,WAF,ckl,,,
ckm,ckm-Latn-HR,Chakavian,AT HR,,,,,,,,SEU,ckm,,,
ckm-Glag,ckm-Glag-HR,Chakavian,HR,,,,,,,,SEU,ckm,,,
ckn,ckn-Latn-MM,"Chin, Kaang",MM,,,,,,,,SEA,ckn,NMC,4-Dec-2017,
cko,cko-Latn-GH,Anufo,BJ GH TG,,,,,,,,WAF,cko,LE,12-Jan-2018,
ckq,ckq-Latn-TD,Kajakse,TD,,,,,1,,,MAF,ckq,,,
ckr,ckr-Latn-PG,Kairak,PG,,,,,,,,MEL,ckr,LE,10-Jan-2018,
cks,cks-Latn-NC,Tayo,NC,,,,,1,,,MEL,cks,LE,10-Jan-2018,
ckt,ckt-Cyrl-RU,Chukchi,RU,,,,,,,,EEU,ckt,,,
cku,cku-Latn-US,Koasati,US,,,,,,,,NAM,cku,,,
ckv,ckv-Latn-TW,Kavalan,TW,,,,,,,,EAS,ckv,,,
ckx,ckx-Latn-CM,Caka,CM,,,06212,,1,,,MAF,ckx,,,
cky,cky-Latn-NG,Cakfem-Mushere,NG,,,02467 02565 08613,,,,,WAF,cky,,,
ckz,ckz-Latn-GT,Kaqchikel-K'iche' Mixed Language,GT,,,,,1,,,CAM,ckz,LE,9-Jan-2018,
cla,cla-Latn-NG,Ron,NG,,,02469 02470 02471 02542,,,,,WAF,cla,,,
cla-x-bokkos,cla-Latn-NG-x-bokkos,Ron,,,2469,,,,,,,cla,,,
cla-x-daffo,cla-Latn-NG-x-daffo,Ron,,,2470,,,,,,,cla,,,
cla-x-mangar,cla-Latn-NG-x-mangar,Ron,,,2542,,,,,,,cla,,,
cla-x-monguna,cla-Latn-NG-x-monguna,Ron,,,2471,,,,,,,cla,,,
clc,clc-Latn-CA,Chilcotin,CA,,,,,,,,NAM,clc,LE,12-Jan-2018,
cld,cld-Syrc-IQ,Chaldean Neo-Aramaic,BE CA DE IQ LB NL SY TR US,,,08685 08686,syr,,,,NAM WAS WEU,cld,,23-Mar-2018,
cle,cle-Latn-MX,"Chinantec, Lealao",MX,,,,,,,,CAM,cle,LE,9-Jan-2018,
clh,clh-Arab-PK,Chilisso,PK,,,,,1,,,SAS,clh,,,
cli,cli-Latn-GH,Chakali,GH,,,,,1,,,WAF,cli,LE,12-Jan-2018,
clj,clj-Latn-MM,"Chin, Laitu",MM,,,,,,,,SEA,clj,NMC,4-Dec-2017,
clk,clk-Latn-IN,Idu-Mishmi,CN IN,,,,,,,,EAS SAS,clk,,,
clk-Tibt,clk-Tibt-CN,Idu-Mishmi,CN IN,,,,,,,,EAS SAS,clk,,,
cll,cll-Latn-GH,Chala,GH,,,,,1,,,WAF,cll,LE,12-Jan-2018,
clm,clm-Latn-US,Clallam,US,,,,,1,,,NAM,clm,LE,9-Jan-2018,
clo,clo-Latn-MX,"Chontal, Lowland Oaxaca",MX,,,,,,,,CAM,clo,LE,9-Jan-2018,
clt,clt-Latn-MM,"Chin, Lautu",MM,,,,,,,,SEA,clt,NMC,4-Dec-2017,
clu,clu-Latn-PH,Caluyanun,PH,,,,,,,,SEA,clu,,,
clw,clw-Cyrl-RU,Chulym,RU,,,,,1,,,EEU,clw,,,
cly,cly-Latn-MX,"Chatino, Eastern Highland",MX,,,,,,,,CAM,cly,LE,9-Jan-2018,
cma,cma-Latn-VN,Maa,VN,,,,,,,,SEA,cma,NMC,4-Dec-2017,
cme,cme-Latn-BF,Cerma,BF CI,,,02474 08671 08672 08673 08674,,,,,WAF,cme,,,
cmg-Soyo,cmg-Soyo-MN,Classical Mongolian,MN,,,,,,,,,cmg,CLDR,,Historical
cmi,cmi-Latn-CO,Emberá-Chamí,CO,,,,,,,,SAM,cmi,LE,9-Jan-2018,
cmk,cmk-Zyyy-US,Chemakum,US,,,,xch,,,xch,NAM,xch,,,Extinct
cml,cml-Latn-ID,Campalagian,ID,,,,,1,,,SEA,cml,,,
cmm,cmm-Zyyy-US,Michigamea,US,,,,,1,,,NAM,cmm,LE,10-Jan-2018,Extinct
cmn,cmn-Hans-CN,"Chinese, Mandarin",AU BN BS CA CN GB GQ HK ID KH KR LA LY MM MN MO MU MY NL NZ PH RU SG TH TW US VN WS ZA ZM,,,00241 04574 04665 04684 04837 06039 06143 06238 06239 06241 06276 06277 06278 06331 06482 08835 08836 08838 19402 19407 19410 20057 22371 22372,zh,,,,ANZ CAR EAF EAS EEU MAF NAM NEU POL SAF SEA WEU,cmn,,23-Mar-2018,
cmn-Bopo,cmn-Bopo-TW,"Chinese, Mandarin",AU BN BS CA CN GB GQ HK ID KH KR LA LY MM MN MO MY NL NZ PH RU SG TH TW US VN WS ZA ZM,,,05127,zh,,,,ANZ CAR EAF EAS EEU MAF NAM NEU POL SAF SEA WEU,cmn,,23-Mar-2018,
cmn-Brai,cmn-Brai-CN,"Chinese, Mandarin",AU BN BS CA CN GB GQ HK ID KH KR LA LY MM MN MO MY NL NZ PH RU SG TH TW US VN WS ZA ZM,,,00241 04574 04665 04684 04837 06039 06143 06238 06239 06241 06276 06277 06278 06331 06482 08835 08836 08838 19402 19407 19410 20057 22371 22372,zh,,,,ANZ CAR EAF EAS EEU MAF NAM NEU POL SAF SEA WEU,cmn,,23-Mar-2018,
cmn-Hant,cmn-Hant-TW,"Chinese, Mandarin",AU BN BS CA CN GB GQ HK ID KH KR LA LY MM MN MO MY NL NZ PH RU SG TH TW US VN WS ZA ZM,,,05127,zh,,,,ANZ CAR EAF EAS EEU MAF NAM NEU POL SAF SEA WEU,cmn,,23-Mar-2018,
cmn-Latn,cmn-Latn-CN,"Chinese, Mandarin",AU BN BS CA CN GB GQ HK ID KH KR LA LY MM MN MO MY NL NZ PH RU SG TH TW US VN WS ZA ZM,,,00241 04574 04665 04684 04837 06039 06143 06238 06239 06241 06276 06277 06278 06331 06482 08835 08836 08838 19402 19407 19410 20057 22371 22372,zh,,,,ANZ CAR EAF EAS EEU MAF NAM NEU POL SAF SEA WEU,cmn,,23-Mar-2018,
cmn-Arab,cmn-Arab-CN,"Chinese, Mandarin",CN,,,,zh,,,,,cmn,,,Xiao'erjing
cmo-Khmr,cmo-Khmr-KH,"Mnong, Central",KH VN,,,00764,,,,,SEA,cmo,NMC,4-Dec-2017,How would we varify this cross boarder language?
cmo,cmo-Latn-VN,"Mnong, Central",KH VN,,,,,,,,SEA,cmo,NMC,11/15/2021,Made Latn primary based on VN being hub country
cmr,cmr-Latn-MM,Mro-Khimi,MM,,,,,,,,SEA,cmr,NMC,4-Dec-2017,
cms,cms-Latn-IT,Messapic,IT,,,,,1,,,SEU,cms,,,Ancient
cmt,cmt-Latn-ZA,Camtho,ZA,,,,,1,,,SAF,cmt,LE,9-Jan-2018,
cna,cna-Tibt-IN,Changthang,IN,,,,,,,,SAS,cna,,,
cnb,cnb-Latn-MM,"Chin, Uppu",MM,,,08758,,,,,SEA,cnb,NMC,4-Dec-2017,
cnc,cnc-Latn-VN,Côông,VN,,,,,1,,,SEA,cnc,NMC,20-Nov-2017,
cng,cng-Latn-CN,"Qiang, Northern",CN,,,,,,,,EAS,cng,,,
cnh,cnh-Latn-MM,"Chin, Hakha",IN MM,,,08773 08774,,,,,SAS SEA,cnh,NMC,10-Jan-2018,
cni,cni-Latn-PE,Asháninka,PE,,,01653,,,,,SAM,cni,LE,9-Jan-2018,
cnk,cnk-Latn-MM,"Chin, Khumi",BD IN MM,,,08780,,,,,SAS SEA,cnk,NMC,10-Jan-2018,
cnl,cnl-Latn-MX,"Chinantec, Lalana",MX,,,,,,,,CAM,cnl,LE,9-Jan-2018,
cno,cno-Zyyy-LA,Con,LA,,,,,1,,,SEA,cno,NMC,20-Nov-2017,
cnp,cnp-Hans-CN,Northern Ping Chinese,CN,,,,,,,,EAS,cnp,,,
cnp-Hant,cnp-Hant-CN,Northern Ping Chinese,CN,,,,,,,,EAS,cnp,,,
cnq,cnq-Latn-CM,Chung,CM,,,,,,,,MAF,cnq,,,
cnr,cnr-Cyrl-ME,Montenegrin,ME RS,,,,,,,,SEU,cnr,LE,18-Jan-2018,"https://www.xpatulator.com/cost-of-living-review/Montenegro-Podgorica_138.cfm. Difficult to say which is predominant:  The Latin script is more likely to predominate in central and southern areas. Cyrillic is largely used in the north and more recently in the coastal areas, because of tourists from Russia. "
cnr-Latn,cnr-Latn-ME,Montenegrin,ME RS,,,,,,,,SEU,cnr,LE,18-Jan-2018,"https://www.xpatulator.com/cost-of-living-review/Montenegro-Podgorica_138.cfm. Difficult to say which is predominant:  The Latin script is more likely to predominate in central and southern areas. Cyrillic is largely used in the north and more recently in the coastal areas, because of tourists from Russia. "
cns,cns-Latn-ID,"Asmat, Central",ID,,,01515 04230,,,,,SEA,cns,,20-Apr-2018,
cnt,cnt-Latn-MX,"Chinantec, Tepetotutla",MX,,,02759,,,,,CAM,cnt,LE,9-Jan-2018,
cnu-Zyyy,cnu-Zyyy-DZ,Chenoua,DZ,,,,,1,,,NAF,cnu,,,
cnw,cnw-Latn-MM,"Chin, Ngawn",MM,,,,,,,,SEA,cnw,NMC,4-Dec-2017,
cnx,cnx-Latn-GB,Middle Cornish,GB,,,,,,,,NEU,cnx,St,,Historical
co,co-Latn-FR,Corsican,CA CU FR IT PR US UY VE,,,,,,,,CAR NAM SAM SEU WEU,cos,CLDR,,
coa,coa-Latn-AU,"Malay, Cocos Islands",AU CC CX MY,,,,,1,,,ANZ SEA,coa,LE,10-Jan-2018,
cob,cob-Latn-MX,Chicomuceltec,GT MX,,,,,1,,,CAM,cob,LE,10-Jan-2018,Extinct
coc,coc-Latn-MX,Cocopa,MX US,,,,,,,,CAM NAM,coc,LE,9-Jan-2018,
cod,cod-Latn-PE,Kukama-Kukamiria,BR CO PE,,,03199,,,,,SAM,cod,LE,9-Jan-2018,
coe,coe-Latn-CO,Koreguaje,CO,,,,,,,,SAM,coe,LE,9-Jan-2018,
cof,cof-Latn-EC,Colorado,EC,,,,,,,,SAM,cof,LE,9-Jan-2018,
cog,cog-Thai-TH,Chong,KH TH,,,,,,,,SEA,cog,NMC,20-Nov-2017,
coh,coh-Latn-KE,Chichonyi-Chidzihana-Chikauma,KE,,,,,,,,EAF,coh,LE,10-Jan-2018,
coj,coj-Latn-MX,Cochimi,MX,,,,,1,,,CAM,coj,LE,10-Jan-2018,Extinct
cok,cok-Latn-MX,"Cora, Santa Teresa",MX,,,,,,,,CAM,cok,LE,9-Jan-2018,
col,col-Latn-US,Columbia-Wenatchi,US,,,,,1,,,NAM,col,LE,9-Jan-2018,
com,com-Latn-US,Comanche,US,,,,,,,,NAM,com,,,
con,con-Latn-EC,Cofán,CO EC,,,08998,,,,,SAM,con,LE,9-Jan-2018,
coo,coo-Latn-CA,Comox,CA,,,,,1,,,NAM,coo,LE,9-Jan-2018,
cop,cop-Copt-EG,Coptic,EG,,,,,,,,NAF,cop,CLDR,,Extinct
cop-Arab,cop-Arab-EG,Coptic,EG,,,,,,,,NAF,cop,,,Extinct
cop-Grek,cop-Grek-EG,Coptic,EG,,,,,,,,NAF,cop,,,Extinct
coq,coq-Zyyy-US,Coquille,US,,,,,1,,,NAM,coq,LE,10-Jan-2018,Extinct
cot,cot-Latn-PE,Caquinte,PE,,,,,,,,SAM,cot,LE,9-Jan-2018,
cou,cou-Latn-SN,Wamey,GN SN,,,,,,,,WAF,cou,,,
cov-Zyyy,cov-Zyyy-CN,Cao Miao,CN,,,06333,,,,,EAS,cov,,,
cow,cow-Zyyy-US,Cowlitz,US,,,,,1,,,NAM,cow,LE,10-Jan-2018,Extinct
cox,cox-Latn-PE,Nanti,PE,,,,,,,,SAM,cox,LE,9-Jan-2018,
coy,coy-Latn-CO,Pijao,CO,,,,pij,1,,pij,SAM,pij,LE,10-Jan-2018,Extinct
coz,coz-Latn-MX,Chocholtec,MX,,,,,1,,,CAM,coz,LE,9-Jan-2018,
cpa,cpa-Latn-MX,"Chinantec, Palantla",MX,,,,,,,,CAM,cpa,LE,9-Jan-2018,
cpb,cpb-Latn-PE,"Ashéninka, Ucayali-Yurúa",BR PE,,,,,,,,SAM,cpb,LE,9-Jan-2018,
cpc,cpc-Latn-PE,Ajyíninka Apurucayali,PE,,,,,,,,SAM,cpc,LE,9-Jan-2018,
cpg,cpg-Grek-GR,Cappadocian Greek,GR,,,08635 08636 08637,,,,,SEU,cpg,,,Extinct
cpi,cpi-Latn-NR,Chinese Pidgin English,NR,,,,,1,,,MIC,cpi,LE,10-Jan-2018,
cpn,cpn-Latn-GH,Cherepon,GH,,,,,1,,,WAF,cpn,LE,12-Jan-2018,
cpo,cpo-Latn-BF,Kpeego,BF,,,,,1,,,WAF,cpo,,,
cps,cps-Latn-PH,Capiznon,PH,,,,,,,,SEA,cps,CLDR,,
cpu,cpu-Latn-PE,"Ashéninka, Pichis",PE,,,,,,,,SAM,cpu,LE,9-Jan-2018,
cpx,cpx-Latn-CN,"Chinese, Pu-Xian",CN MY SG,,,,,,1,,EAS SEA,cpx,,,
