Lang_Id,likely_subtag,LangName,script,regions,default region,unwritten,not used,areas,ISO 639-3,confirmed,Date modified,comments
lrz,lrz-Latn-VU,Lemerig,Latn,VU,VU,1,,MEL,lrz,LE,10-Jan-2018,
lsa-Arab,lsa-Arab-IR,Lasgerdi,Arab,IR,IR,,,SAS,lsa,,,
lsd-Hebr,lsd-Hebr-IL,Lishana Deni,Hebr,IL,IL,,,WAS,lsd,,,
lse,lse-Latn-CD,Lusengo,Latn,CD,CD,,,MAF,lse,LE,12-Jan-2018,
lsg-Zyyy,lsg-Zyyy-FR,Lyons Sign Language,Zyyy,FR,FR,,,WEU,lsg,,,Retire 2017
lsh,lsh-Qaax-IN,Lish,Qaax,IN,IN,1,,SAS,lsh,,,
lsi,lsi-Latn-MM,Lacid,Latn,CN MM,MM,,,EAS SEA,lsi,NMC,10-Jan-2018,
lsl-Zyyy,lsl-Zyyy-LV,Latvian Sign Language,Zyyy,LV,LV,,,NEU,lsl,,,
lsm,lsm-Latn-UG,Saamia,Latn,KE UG,UG,,,EAF,lsm,LE,12-Jan-2018,
lso,lso-Zyyy-LA,Laos Sign Language,Zyyy,LA,LA,,,SEA,lso,NMC,4-Dec-2017,
lsp-Zyyy,lsp-Zyyy-PA,Panamanian Sign Language,Zyyy,PA,PA,,,CAM,lsp,,,
lsr,lsr-Latn-PG,Aruop,Latn,PG,PG,1,,MEL,lsr,LE,10-Jan-2018,
lss,lss-Qaax-PK,Lasi,Qaax,PK,PK,1,,SAS,lss,,,
lst-Zyyy,lst-Zyyy-TT,Trinidad and Tobago Sign Language,Zyyy,TT,TT,,,CAR,lst,,,
lsy-Zyyy,lsy-Zyyy-MU,Mauritian Sign Language,Zyyy,MU,MU,,,EAF,lsy,,,
lt-Latf,lt-Latf-LT,Lithuanian,Latf,AR BY CA DE EE IE KG KZ LT LV PL RU TJ US UY UZ,LT,,1,CAS EEU NAM NEU SAM WEU,lit,,,
lt,lt-Latn-LT,Lithuanian,Latn,AR BY CA DE EE IE KG KZ LT LV PL RU TJ US UY UZ,LT,,,CAS EEU NAM NEU SAM WEU,lit,CLDR,,
ltc-Zyyy,ltc-Zyyy,Late Middle Chinese,Zyyy,CN,CN,,,EAS,ltc,,,Historical
ltg,ltg-Latn-LV,Latgalian,Latn,CA DV LV RU US,LV,,,EEU NAM NEU WEU,ltg,CLDR,,
lth,lth-Latn-UG,Thur,Latn,UG,UG,,,EAF,lth,LE,12-Jan-2018,
lti,lti-Qaax-ID,Leti,Qaax,ID,ID,1,,SEA,lti,,,
ltn,ltn-Latn-BR,Latundê,Latn,BR,BR,1,,SAM,ltn,LE,9-Jan-2018,
lto,lto-Latn-KE,Olutsotso,Latn,KE,KE,,,EAF,lto,LE,12-Jan-2018,
lts,lts-Latn-KE,Lutachoni,Latn,KE,KE,,,EAF,lts,LE,12-Jan-2018,
ltu-Zyyy,ltu-Zyyy-ID,Latu,Zyyy,ID,ID,,,SEA,ltu,,,
lu,lu-Latn-CD,Luba-Katanga,Latn,CD,CD,,,MAF,lub,CLDR,,
lua,lua-Latn-CD,Luba-Kasai,Latn,CD,CD,,,MAF,lua,CLDR,,
luc,luc-Latn-UG,Aringa,Latn,UG,UG,,,EAF,luc,LE,12-Jan-2018,
lud-Latn,lud-Latn-RU,Ludian,Latn,RU,RU,,,EEU,lud,,,
lue,lue-Latn-ZM,Luvale,Latn,AO ZM,ZM,,,EAF MAF,lue,LE,12-Jan-2018,
luf,luf-Latn-PG,Laua,Latn,PG,PG,1,,MEL,luf,LE,10-Jan-2018,
lui,lui-Latn-US,Luiseño,Latn,US,US,,,NAM,lui,LE,9-Jan-2018,
luj,luj-Latn-CD,Luna,Latn,CD,CD,,,MAF,luj,LE,12-Jan-2018,
luk,luk-Qaax-BT,Lunanakha,Qaax,BT,BT,1,,SAS,luk,,,
lul,lul-Latn-SS,Olu'bo,Latn,SS,SS,,,EAF,lul,LE,12-Jan-2018,
lum,lum-Latn-AO,Luimbi,Latn,AO,AO,,,MAF,lum,LE,12-Jan-2018,
lun,lun-Latn-ZM,Lunda,Latn,AO CD ZM,ZM,,,EAF MAF,lun,LE,12-Jan-2018,
luo,luo-Latn-KE,Dholuo,Latn,KE TZ,KE,,,EAF,luo,CLDR,,
lup,lup-Latn-GA,Lumbu,Latn,CG GA,GA,,1,MAF,lup,LE,12-Jan-2018,
luq,luq-Qaax-CU,Lucumi,Qaax,CU,CU,1,,CAR,luq,,,
lur-Zyyy,lur-Zyyy-ID,Laura,Zyyy,ID,ID,,,SEA,lur,,,
lus-Beng,lus-Beng-IN,Mizo,Beng,BD IN MM,IN,,,SAS SEA,lus,,,
lus-Brai,lus-Brai-IN,Mizo,Brai,BD IN MM,IN,,,SAS SEA,lus,,,
lus-Latn,lus-Latn-IN,Mizo,Latn,BD IN MM,IN,,,SAS SEA,lus,,,
lut,lut-Latn-US,Lushootseed,Latn,US,US,,,NAM,lut,LE,9-Jan-2018,
luu,luu-Qaax-NP,Lumba-Yakkha,Qaax,NP,NP,1,,SAS,luu,,,
luv-Zyyy,luv-Zyyy-OM,Luwati,Zyyy,OM,OM,,,WAS,luv,,,
luw,luw-Qaax-CM,Luo,Qaax,CM,CM,1,,MAF,luw,,,
luy,luy-Latn-KE,Luyia,Latn,KE,KE,,,EAF,luy,CLDR,,
luz,luz-Arab-IR,"Luri, Southern",Arab,IR,IR,,,SAS,luz,CLDR,,
lv-Brai,lv-Brai-LV,Latvian,Brai,LV,LV,,,NEU,lav,,,
lv,lv-Latn-LV,Latvian,Latn,LV,LV,,,NEU,lav,CLDR,,
lva,lva-Latn-TL,Makuva,Latn,TL,TL,,,SEA,lva,LE,12-Jan-2018,
lvk,lvk-Latn-SB,Lavukaleve,Latn,SB,SB,,,MEL,lvk,LE,10-Jan-2018,
lvs-Latn,lvs-Latn-LV,"Latvian, Standard",Latn,BR BY CA DE EE IE KZ LT LV RU UA US VE,LV,,,CAS EEU NAM NEU SAM WEU,lvs,,,
lvu-Zyyy,lvu-Zyyy-ID,Levuka,Zyyy,ID,ID,,,SEA,lvu,,,
lwa-Zyyy,lwa-Zyyy-CD,Lwalu,Zyyy,CD,CD,,,MAF,lwa,,,
lwe-Zyyy,lwe-Zyyy-ID,Lewo Eleng,Zyyy,ID,ID,,,SEA,lwe,,,
lwg,lwg-Latn-KE,Oluwanga,Latn,KE,KE,,,EAF,lwg,LE,12-Jan-2018,
lwh,lwh-Zyyy-VN,"Lachi, White",Zyyy,VN,VN,,,SEA,lwh,NMC,20-Nov-2017,
lwl,lwl-Thai-TH,"Lawa, Eastern",Thai,TH,TH,,,SEA,lwl,CLDR,,
lwm-Thai,lwm-Thai-CN,Laomian,Thai,CN,CN,,,EAS,lwm,,,
lwo,lwo-Latn-SS,Luwo,Latn,SS,SS,,,EAF,lwo,LE,12-Jan-2018,
lws-Zyyy,lws-Zyyy-MW,Malawian Sign Language,Zyyy,MW,MW,,,EAF,lws,,,639-3 2017
lwt-Zyyy,lwt-Zyyy-ID,Lewotobi,Zyyy,ID,ID,,,SEA,lwt,,,
lwu,lwu-Qaax-CN,Lawu,Qaax,CN,CN,1,,EAS,lwu,,,
lww,lww-Latn-VU,Lewo,Latn,VU,VU,,,MEL,lww,LE,10-Jan-2018,
lya,lya-Qaax-BT,Layakha,Qaax,BT,BT,1,,SAS,lya,,,
lyg-Zyyy,lyg-Zyyy-IN,Lyngngam,Zyyy,BD IN,IN,,,EAS SAS,lyg,,,
lyn,lyn-Latn-ZM,Luyana,Latn,BW NA ZM,ZM,,,EAF SAF,lyn,LE,12-Jan-2018,
lzh,lzh-Hans-CN,Literary Chinese,Hans,CN JP KR VN,CN,,,EAS SEA,lzh,CLDR,,Historical
lzh-Hant,lzh-Hant-CN,Literary Chinese,Hant,CN JP KR VN,CN,,,EAS SEA,lzh,,,Historical
lzl,lzl-Latn-VU,Litzlitz,Latn,VU,VU,1,,MEL,lzl,LE,10-Jan-2018,
lzn,lzn-Latn-MM,"Naga, Leinong",Latn,MM,MM,,,SEA,lzn,NMC,4-Dec-2017,
lzz-Geor,lzz-Geor-TR,Laz,Geor,BE DE GE TR US,TR,,,WAS WEU,lzz,,,
lzz,lzz-Latn-TR,Laz,Latn,BE DE GE TR US,TR,,,WAS WEU,lzz,CLDR,,
maa,maa-Latn-MX,"Mazatec, San Jerónimo Tecóatl",Latn,MX,MX,,,CAM,maa,LE,9-Jan-2018,Retire 2017
mab,mab-Latn-MX,"Mixtec, Yutanduchi",Latn,MX,MX,,,CAM,mab,LE,9-Jan-2018,
mad,mad-Latn-ID,Madura,Latn,ID SG,ID,,,SEA,mad,CLDR,,
mae-Zyyy,mae-Zyyy-NG,Bo-Rukul,Zyyy,NG,NG,,,WAF,mae,,,
maf,maf-Latn-CM,Mafa,Latn,CM NG,CM,,,MAF WAF,maf,CLDR,,
mag,mag-Deva-IN,Magahi,Deva,IN NP,IN,,,SAS,mag,CLDR,,
mai,mai-Deva-IN,Maithili,Deva,IN NP,IN,,,SAS,mai,CLDR,,
mai-Kthi,mai-Kthi-IN,Maithili,Kthi,IN NP,IN,,1,SAS,mai,,,
mai-Newa,mai-Newa-IN,Maithili,Newa,IN NP,IN,,1,SAS,mai,,,
mai-Tirh,mai-Tirh-IN,Maithili,Tirh,IN NP,IN,,1,SAS,mai,,,
maj,maj-Latn-MX,"Mazatec, Jalapa de Díaz",Latn,MX,MX,,,CAM,maj,LE,9-Jan-2018,
mak-Bugi,mak-Bugi-ID,Makasar,Bugi,ID,ID,,1,SEA,mak,,,
mak,mak-Latn-ID,Makasar,Latn,ID,ID,,,SEA,mak,CLDR,,
mam,mam-Latn-GT,Mam,Latn,GT MX,GT,,,CAM,mam,LE,9-Jan-2018,
man,man-Latn-GM,Mandingo,Latn,GN SN GM,GM,,,WAF,man,CLDR,,
man-GN,man-Nkoo-GN,Mandingo,Nkoo,GN,GN,,,WAF,man,CLDR,,
man-Nkoo,man-Nkoo-GN,Mandingo,Nkoo,GN,GN,,,WAF,man,CLDR,,
maq,maq-Latn-MX,"Mazatec, Chiquihuitlán",Latn,MX,MX,,,CAM,maq,LE,9-Jan-2018,
mas,mas-Latn-KE,Maasai,Latn,KE TZ,KE,,,EAF,mas,CLDR,,
mat,mat-Latn-MX,"Matlatzinca, San Francisco",Latn,MX,MX,1,,CAM,mat,LE,9-Jan-2018,
mau,mau-Latn-MX,"Mazatec, Huautla",Latn,MX,MX,,,CAM,mau,LE,9-Jan-2018,
mav,mav-Latn-BR,Sateré-Mawé,Latn,BR,BR,,,SAM,mav,LE,9-Jan-2018,
maw,maw-Latn-GH,Mampruli,Latn,GH TG,GH,,,WAF,maw,LE,12-Jan-2018,
max-Latn,max-Latn-ID,"Malay, North Moluccan",Latn,ID,ID,,,SEA,max,,,
maz,maz-Latn-MX,"Mazahua, Central",Latn,MX,MX,,,CAM,maz,CLDR,,
mba-Latn,mba-Latn-PH,Higaonon,Latn,PH,PH,,,SEA,mba,,,
mbb-Latn,mbb-Latn-PH,"Manobo, Western Bukidnon",Latn,PH,PH,,,SEA,mbb,,,
mbc,mbc-Latn-BR,Macushi,Latn,BR GY VE,BR,,,SAM,mbc,LE,9-Jan-2018,
mbd-Latn,mbd-Latn-PH,"Manobo, Dibabawon",Latn,PH,PH,,,SEA,mbd,,,
mbe,mbe-Zyyy-US,Molale,Zyyy,US,US,1,,NAM,mbe,LE,10-Jan-2018,Extinct
mbf,mbf-Latn-SG,"Malay, Baba",Latn,MY SG,SG,,,SEA,mbf,LE,12-Jan-2018,
mbh,mbh-Latn-PG,Mangseng,Latn,PG,PG,,,MEL,mbh,LE,10-Jan-2018,
mbi-Latn,mbi-Latn-PH,"Manobo, Ilianen",Latn,PH,PH,,,SEA,mbi,,,
mbj,mbj-Latn-BR,Nadëb,Latn,BR,BR,,,SAM,mbj,LE,9-Jan-2018,
mbk,mbk-Latn-PG,Malol,Latn,PG,PG,,,MEL,mbk,LE,10-Jan-2018,
mbl,mbl-Latn-BR,Maxakalí,Latn,BR,BR,,,SAM,mbl,LE,9-Jan-2018,
mbm,mbm-Qaax-CG,Ombamba,Qaax,CG,CG,1,,MAF,mbm,,,
mbn,mbn-Latn-CO,Macaguán,Latn,CO,CO,,,SAM,mbn,LE,9-Jan-2018,
mbo-Latn,mbo-Latn-CM,Mbo,Latn,CM,CM,,,MAF,mbo,,,
mbp,mbp-Latn-CO,Malayo,Latn,CO,CO,,,SAM,mbp,LE,9-Jan-2018,
mbq,mbq-Latn-PG,Maisin,Latn,PG,PG,,,MEL,mbq,LE,10-Jan-2018,
mbr,mbr-Latn-CO,Nukak Makú,Latn,CO,CO,1,,SAM,mbr,LE,9-Jan-2018,
mbs-Latn,mbs-Latn-PH,"Manobo, Sarangani",Latn,PH,PH,,,SEA,mbs,,,
mbt-Latn,mbt-Latn-PH,"Manobo, Matigsalug",Latn,PH,PH,,,SEA,mbt,,,
mbu-Latn,mbu-Latn-NG,Mbula-Bwazza,Latn,NG,NG,,,WAF,mbu,,,
mbv-Zyyy,mbv-Zyyy-GN,Mbulungish,Zyyy,GN,GN,,,WAF,mbv,,,
mbw,mbw-Latn-PG,Maring,Latn,PG,PG,,,MEL,mbw,LE,10-Jan-2018,
mbx,mbx-Latn-PG,Mari,Latn,PG,PG,1,,MEL,mbx,LE,10-Jan-2018,
mby,mby-Qaax-PK,Memoni,Qaax,PK,PK,1,,SAS,mby,,,
mbz,mbz-Latn-MX,"Mixtec, Amoltepec",Latn,MX,MX,,,CAM,mbz,LE,9-Jan-2018,
mca,mca-Latn-PY,Maka,Latn,PY,PY,,,SAM,mca,LE,9-Jan-2018,
mcb,mcb-Latn-PE,Matsigenka,Latn,PE,PE,,,SAM,mcb,LE,9-Jan-2018,
mcc,mcc-Latn-PG,Bitur,Latn,PG,PG,,,MEL,mcc,LE,10-Jan-2018,
mcd,mcd-Latn-PE,Sharanahua,Latn,BR PE,PE,,,SAM,mcd,LE,9-Jan-2018,
mce,mce-Latn-MX,"Mixtec, Itundujia",Latn,MX,MX,1,,CAM,mce,LE,9-Jan-2018,
mcf,mcf-Latn-PE,Matsés,Latn,BR PE,PE,,,SAM,mcf,LE,9-Jan-2018,
mcg,mcg-Latn-VE,Mapoyo,Latn,VE,VE,1,,SAM,mcg,LE,9-Jan-2018,
mch,mch-Latn-VE,Maquiritari,Latn,BR VE,VE,,,SAM,mch,LE,9-Jan-2018,
mci,mci-Latn-PG,Mesem,Latn,PG,PG,,,MEL,mci,LE,10-Jan-2018,
mcj-Zyyy,mcj-Zyyy-NG,Mvanip,Zyyy,NG,NG,,,WAF,mcj,,,
mck,mck-Latn-AO,Mbunda,Latn,AO ZM,AO,,,EAF MAF,mck,LE,12-Jan-2018,
mcl,mcl-Latn-CO,Macaguaje,Latn,CO,CO,1,,SAM,mcl,LE,10-Jan-2018,Extinct
mcm-Latn,mcm-Latn-MY,Malaccan Creole Portuguese,Latn,MY,MY,,1,SEA,mcm,,,
mcn-Latn,mcn-Latn-TD,Masana,Latn,CM TD,TD,,,MAF,mcn,,,
mco,mco-Latn-MX,"Mixe, Coatlán",Latn,MX,MX,,,CAM,mco,LE,9-Jan-2018,
mcp-Latn,mcp-Latn-CM,Makaa,Latn,CM,CM,,,MAF,mcp,,,
mcq,mcq-Latn-PG,Ese,Latn,PG,PG,,,MEL,mcq,LE,10-Jan-2018,
mcr,mcr-Latn-PG,Menya,Latn,PG,PG,,,MEL,mcr,LE,10-Jan-2018,
mcs-Latn,mcs-Latn-CM,Mambai,Latn,CM TD,CM,,,MAF,mcs,,,
mct-Latn,mct-Latn-CM,Mengisa,Latn,CM,CM,,,MAF,mct,,,
mcu-Latn,mcu-Latn-CM,"Mambila, Cameroon",Latn,CM,CM,,,MAF,mcu,,,
mcv,mcv-Latn-PG,Minanibai,Latn,PG,PG,1,,MEL,mcv,LE,10-Jan-2018,
mcw-Latn,mcw-Latn-TD,Mawa,Latn,TD,TD,,,MAF,mcw,,,
mcx,mcx-Latn-CF,Mpiemo,Latn,CF CG CM,CF,,,MAF,mcx,jb,,
mcy,mcy-Latn-PG,"Watut, South",Latn,PG,PG,1,,MEL,mcy,LE,10-Jan-2018,
mcz,mcz-Latn-PG,Mawan,Latn,PG,PG,1,,MEL,mcz,LE,10-Jan-2018,
mda-Latn,mda-Latn-NG,Mada,Latn,NG,NG,,,WAF,mda,,,
mdb,mdb-Latn-PG,Morigi,Latn,PG,PG,,,MEL,mdb,LE,11-Dec-2107,change to Latin
mdc,mdc-Latn-PG,Male,Latn,PG,PG,,,MEL,mdc,LE,10-Jan-2018,
mdd,mdd-Latn-CM,Mbum,Latn,CF CM,CM,,,MAF,mdd,jb,,
mde-Arab,mde-Arab-TD,Maba,Arab,TD,TD,,,MAF,mde,,,
mde-Latn,mde-Latn-TD,Maba,Latn,TD,TD,,,MAF,mde,,,
mdf,mdf-Cyrl-RU,Moksha,Cyrl,RU,RU,,,EEU,mdf,CLDR,,
mdg-Zyyy,mdg-Zyyy-TD,Massalat,Zyyy,TD,TD,,,MAF,mdg,,,
mdh,mdh-Latn-PH,Maguindanaon,Latn,PH,PH,,,SEA,mdh,CLDR,,
mdi,mdi-Latn-CD,Mamvu,Latn,CD,CD,,,MAF,mdi,LE,12-Jan-2018,
mdj,mdj-Latn-CD,Mangbetu,Latn,CD,CD,,,MAF,mdj,LE,12-Jan-2018,
mdk-Zyyy,mdk-Zyyy-CD,Mangbutu,Zyyy,CD,CD,,,MAF,mdk,,,
mdl-Zyyy,mdl-Zyyy-MT,Maltese Sign Language,Zyyy,MT,MT,,,SEU,mdl,,,
mdm,mdm-Latn-CD,Mayogo,Latn,CD,CD,,,MAF,mdm,LE,12-Jan-2018,
mdn,mdn-Latn-CF,Mbati,Latn,CF,CF,,,MAF,mdn,jb,,
mdp,mdp-Latn-CD,Mbala,Latn,CD,CD,,,MAF,mdp,LE,12-Jan-2018,
mdq-Zyyy,mdq-Zyyy-CD,Mbole,Zyyy,CD,CD,,,MAF,mdq,,,
mdr-Bugi,mdr-Bugi-ID,Mandar,Bugi,ID,ID,,1,SEA,mdr,,,
mdr,mdr-Latn-ID,Mandar,Latn,ID,ID,,,SEA,mdr,CLDR,,
mds,mds-Latn-PG,Maria,Latn,PG,PG,1,,MEL,mds,LE,10-Jan-2018,
mdt,mdt-Qaax-CG,Mbere,Qaax,CG GA,CG,1,,MAF,mdt,,,
mdu,mdu-Latn-CG,Mboko,Latn,CG,CG,1,,MAF,mdu,LE,31-Jan-2018,
mdv,mdv-Latn-MX,"Mixtec, Santa Lucía Monteverde",Latn,MX,MX,,,CAM,mdv,LE,9-Jan-2018,
mdw,mdw-Latn-CG,Mbosi,Latn,CG,CG,,,MAF,mdw,LE,12-Jan-2018,
mdx-Ethi,mdx-Ethi-ET,Dizin,Ethi,ET,ET,,1,EAF,mdx,,,
mdx-Latn,mdx-Latn-ET,Dizin,Latn,ET,ET,,,EAF,mdx,,,
mdy-Ethi,mdy-Ethi-ET,Male,Ethi,ET,ET,,,EAF,mdy,,,
mdz,mdz-Latn-BR,Suruí do Pará,Latn,BR,BR,,,SAM,mdz,LE,9-Jan-2018,
mea,mea-Qaax-CM,Menka,Qaax,CM,CM,1,,MAF,mea,,,
meb,meb-Latn-PG,Ikobi,Latn,PG,PG,,,MEL,meb,LE,11-Dec-2017,change to Latin
mec,mec-Latn-AU,Mara,Latn,AU,AU,1,,ANZ,mec,LE,10-Jan-2018,
med,med-Latn-PG,Melpa,Latn,PG,PG,,,MEL,med,LE,10-Jan-2018,
mee,mee-Latn-PG,Mengen,Latn,PG,PG,,,MEL,mee,LE,10-Jan-2018,
mef,mef-Qaax-BD,Megam,Qaax,BD,BD,1,,SAS,mef,,,
meh,meh-Latn-MX,"Mixtec, Southwestern Tlaxiaco",Latn,MX,MX,,,CAM,meh,LE,9-Jan-2018,
mei,mei-Qaax-SD,Midob,Qaax,SD,SD,1,,NAF,mei,,,
mej-Latn,mej-Latn-ID,Meyah,Latn,ID,ID,,,SEA,mej,,,
mek,mek-Latn-PG,Mekeo,Latn,PG,PG,,,MEL,mek,LE,10-Jan-2018,
mel,mel-Qaax-MY,"Melanau, Central",Qaax,BN MY,MY,1,,SEA,mel,,,
mem,mem-Zyyy-AU,Mangala,Zyyy,AU,AU,1,,ANZ,mem,LE,10-Jan-2018,Extinct
men,men-Latn-SL,Mende,Latn,LR SL,SL,,,WAF,men,CLDR,,
men-Mend,men-Mend-SL,Mende,Mend,LR SL,SL,,,WAF,men,,,
meo-Latn,meo-Latn-MY,"Malay, Kedah",Latn,MY TH,MY,,,SEA,meo,,,
mep,mep-Latn-AU,Miriwung,Latn,AU,AU,1,,ANZ,mep,LE,10-Jan-2018,
meq-Latn,meq-Latn-CM,Merey,Latn,CM,CM,,,MAF,meq,,,
mer,mer-Latn-KE,Kimîîru,Latn,KE,KE,,,EAF,mer,CLDR,,
mes,mes-Qaax-TD,Masmaje,Qaax,TD,TD,1,,MAF,mes,,,
met,met-Latn-PG,Mato,Latn,PG,PG,,,MEL,met,LE,10-Jan-2018,
meu,meu-Latn-PG,Motu,Latn,PG,PG,,,MEL,meu,LE,10-Jan-2018,
mev,mev-Latn-LR,Mano,Latn,GN LR,LR,,,WAF,mev,LE,12-Jan-2018,
mew-Zyyy,mew-Zyyy-NG,Maaka,Zyyy,NG,NG,,,WAF,mew,,,
mey-Arab,mey-Arab-MR,Hassaniyya,Arab,DZ EH LY MA ML MR NE SN,MR,,,NAF WAF,mey,,,
mey-Latn,mey-Latn-MR,Hassaniyya,Latn,DZ EH LY MA ML MR NE SN,MR,,,NAF WAF,mey,,,
mez,mez-Latn-US,Menominee,Latn,US,US,,,NAM,mez,LE,9-Jan-2018,
mfa,mfa-Arab-TH,"Malay, Pattani",Arab,TH,TH,,,SEA,mfa,CLDR,,
mfa-Thai,mfa-Thai-TH,"Malay, Pattani",Thai,TH,TH,,,SEA,mfa,NMC,4-Dec-2017,
mfb-Zyyy,mfb-Zyyy-ID,Bangka,Zyyy,ID,ID,,,SEA,mfb,,,
mfc-Zyyy,mfc-Zyyy-CD,Mba,Zyyy,CD,CD,,,MAF,mfc,,,
mfd,mfd-Qaax-CM,Mendankwe-Nkwen,Qaax,CM,CM,1,,MAF,mfd,,,
mfe,mfe-Latn-MU,Morisyen,Latn,FR MG MU ZA,MU,,,EAF NEU SAF WEU,mfe,CLDR,,
mff,mff-Qaax-CM,Naki,Qaax,CM,CM,1,,MAF,mff,,,
mfg-Arab,mfg-Arab-GN,Mogofin,Arab,GN,GN,,,WAF,mfg,,,
mfh-Latn,mfh-Latn-CM,Matal,Latn,CM,CM,,,MAF,mfh,,,
mfi,mfi-Arab-CM,Wandala,Latn,CM NG,CM,,,MAF WAF,mfi,LE,18-Jan-2018,
mfi-Latn,mfi-Latn-CM,Wandala,Latn,CM NG,CM,,,MAF WAF,mfi,,,
mfj,mfj-Qaax-CM,Mefele,Qaax,CM,CM,1,,MAF,mfj,,,
mfk-Latn,mfk-Latn-CM,"Mofu, North",Latn,CM,CM,,,MAF,mfk,,,
mfl-Zyyy,mfl-Zyyy-NG,Putai,Zyyy,NG,NG,,,WAF,mfl,,,
mfm-Latn,mfm-Latn-NG,Marghi South,Latn,NG,NG,,,WAF,mfm,,,
mfn-Latn,mfn-Latn-NG,"Mbembe, Cross River",Latn,NG,NG,,,WAF,mfn,,,
mfo-Latn,mfo-Latn-NG,Mbe,Latn,NG,NG,,,WAF,mfo,,,
mfp-Zyyy,mfp-Zyyy-ID,"Malay, Makassar",Zyyy,ID,ID,,,SEA,mfp,,,
mfq-Latn,mfq-Latn-TG,Moba,Latn,BF TG,TG,,,WAF,mfq,,,
mfr,mfr-Latn-AU,Marithiel,Latn,AU,AU,1,,ANZ,mfr,LE,10-Jan-2018,
mfs-Zyyy,mfs-Zyyy-MX,Mexican Sign Language,Zyyy,MX,MX,,,CAM,mfs,,,
mft,mft-Latn-PG,Mokerang,Latn,PG,PG,1,,MEL,mft,LE,10-Jan-2018,
mfu,mfu-Latn-AO,Mbwela,Latn,AO,AO,,,MAF,mfu,LE,12-Jan-2018,
mfv-Latn,mfv-Latn-GW,Mandjak,Latn,GM GW SN,GW,,,WAF,mfv,,,
mfw,mfw-Zyyy-PG,Mulaha,Zyyy,PG,PG,1,,MEL,mfw,LE,10-Jan-2018,Extinct
mfx,mfx-Qaax-ET,Melo,Qaax,ET,ET,1,,EAF,mfx,,,
mfy,mfy-Latn-MX,Mayo,Latn,MX,MX,,,CAM,mfy,LE,9-Jan-2018,
mfz,mfz-Latn-SS,Mabaan,Latn,SS,SS,,,EAF,mfz,LE,12-Jan-2018,
mg,mg-Latn-MG,Malagasy,Latn,MG,MG,,,EAF,mlg,CLDR,,
mga,mga-Latg-IE,Middle Irish (900-1200),Latg,GB IE,IE,,,???,mga,St,,Historical
mgb-Zyyy,mgb-Zyyy-TD,Mararit,Zyyy,TD,TD,,,MAF,mgb,,,
mgc,mgc-Latn-SS,Morokodo,Latn,SS,SS,,,EAF,mgc,LE,12-Jan-2018,
mgd,mgd-Latn-SS,Moru,Latn,SS,SS,,,EAF,mgd,LE,12-Jan-2018,
mge-Latn,mge-Latn-TD,Mango,Latn,TD,TD,,,MAF,mge,,,
mgf,mgf-Qaax-ID,Maklew,Qaax,ID,ID,1,,SEA,mgf,,,
mgg-Latn,mgg-Latn-CM,Mpumpong,Latn,CM,CM,,,MAF,mgg,,,
mgh,mgh-Latn-MZ,Makhuwa-Meetto,Latn,MZ TZ,MZ,,,EAF,mgh,CLDR,,
mgi-Latn,mgi-Latn-NG,Lijili,Latn,NG,NG,,,WAF,mgi,,,
mgj-Zyyy,mgj-Zyyy-NG,Abureni,Zyyy,NG,NG,,,WAF,mgj,,,
mgk-Zyyy,mgk-Zyyy-ID,Mawes,Zyyy,ID,ID,,,SEA,mgk,,,
mgl,mgl-Latn-PG,Maleu-Kilenge,Latn,PG,PG,,,MEL,mgl,LE,10-Jan-2018,
mgm,mgm-Latn-TL,Mambae,Latn,TL,TL,,,SEA,mgm,LE,12-Jan-2018,
mgn,mgn-Qaax-CF,Mbangi,Qaax,CF,CF,1,,MAF,mgn,jb,,
mgo,mgo-Latn-CM,Meta',Latn,CM,CM,,,MAF,mgo,CLDR,,
mgp,mgp-Deva-NP,"Magar, Eastern",Deva,BT IN NP,NP,,,SAS,mgp,CLDR,,
mgp-Qabl,mgp-Qabl-NP,"Magar, Eastern",Qabl,BT IN NP,NP,,,SAS,mgp,,,
mgq,mgq-Latn-TZ,Malila,Latn,TZ,TZ,,,EAF,mgq,,,
mgr,mgr-Latn-ZM,Mambwe-Lungu,Latn,TZ ZM,ZM,,,EAF,mgr,LE,12-Jan-2018,
mgs,mgs-Latn-TZ,Manda,Latn,TZ,TZ,,,EAF,mgs,,,
mgt,mgt-Latn-PG,Mongol,Latn,PG,PG,1,,MEL,mgt,LE,10-Jan-2018,
mgu,mgu-Latn-PG,Mailu,Latn,PG,PG,,,MEL,mgu,LE,10-Jan-2018,
mgv,mgv-Qaax-TZ,Matengo,Qaax,TZ,TZ,1,,EAF,mgv,,,
mgw,mgw-Qaax-TZ,Matumbi,Qaax,TZ,TZ,1,,EAF,mgw,,,
mgy,mgy-Latn-TZ,Mbunga,Latn,TZ,TZ,1,,EAF,mgy,CLDR,,
mgz,mgz-Latn-TZ,Mbugwe,Latn,TZ,TZ,1,,EAF,mgz,LE,6-Feb-2018,
mh,mh-Latn-MH,Marshallese,Latn,MH NR US,MH,,,MIC NAM,mah,CLDR,,
mha-Zyyy,mha-Zyyy-IN,Manda,Zyyy,IN,IN,,,SAS,mha,,,
mhb,mhb-Latn-GA,Mahongwe,Latn,GA,GA,1,,MAF,mhb,LE,30-Jan-2018,
